dnaA BU_ATCC8492_00001
transcript:BU_ATCC8492_03343 BU_ATCC8492_03343
transcript:BU_ATCC8492_03344 BU_ATCC8492_03344
cdd BU_ATCC8492_03345
ybiT_2 BU_ATCC8492_03346
azoR BU_ATCC8492_03347
napF_2 BU_ATCC8492_03348
transcript:BU_ATCC8492_03349 BU_ATCC8492_03349
btuB_9 BU_ATCC8492_03350
transcript:BU_ATCC8492_03351 BU_ATCC8492_03351
viaA BU_ATCC8492_03352
ravA BU_ATCC8492_03353
transcript:BU_ATCC8492_03354 BU_ATCC8492_03354
nudC_2 BU_ATCC8492_03355
pgcA BU_ATCC8492_03356
transcript:BU_ATCC8492_03357 BU_ATCC8492_03357
transcript:BU_ATCC8492_03358 BU_ATCC8492_03358
ald BU_ATCC8492_03359
transcript:BU_ATCC8492_03360 BU_ATCC8492_03360
gadB BU_ATCC8492_03361
glsA1 BU_ATCC8492_03362
transcript:BU_ATCC8492_03363 BU_ATCC8492_03363
gadC BU_ATCC8492_03364
transcript:BU_ATCC8492_03365 BU_ATCC8492_03365
transcript:BU_ATCC8492_03366 BU_ATCC8492_03366
transcript:BU_ATCC8492_03367 BU_ATCC8492_03367
transcript:BU_ATCC8492_03368 BU_ATCC8492_03368
sigW_2 BU_ATCC8492_03369
transcript:BU_ATCC8492_03370 BU_ATCC8492_03370
transcript:BU_ATCC8492_03371 BU_ATCC8492_03371
nadC BU_ATCC8492_03372
transcript:BU_ATCC8492_03373 BU_ATCC8492_03373
rlmH BU_ATCC8492_03374
transcript:BU_ATCC8492_03375 BU_ATCC8492_03375
transcript:BU_ATCC8492_03376 BU_ATCC8492_03376
arnB BU_ATCC8492_03377
transcript:BU_ATCC8492_03378 BU_ATCC8492_03378
wbpI_4 BU_ATCC8492_03379
transcript:BU_ATCC8492_03380 BU_ATCC8492_03380
gtfA BU_ATCC8492_03381
transcript:BU_ATCC8492_03382 BU_ATCC8492_03382
transcript:BU_ATCC8492_03383 BU_ATCC8492_03383
transcript:BU_ATCC8492_03384 BU_ATCC8492_03384
transcript:BU_ATCC8492_03385 BU_ATCC8492_03385
transcript:BU_ATCC8492_03386 BU_ATCC8492_03386
transcript:BU_ATCC8492_03387 BU_ATCC8492_03387
transcript:BU_ATCC8492_03388 BU_ATCC8492_03388
wbpA BU_ATCC8492_03389
wbpD BU_ATCC8492_03390
wbpE BU_ATCC8492_03391
wbpB BU_ATCC8492_03392
transcript:BU_ATCC8492_03393 BU_ATCC8492_03393
transcript:BU_ATCC8492_03394 BU_ATCC8492_03394
transcript:BU_ATCC8492_03395 BU_ATCC8492_03395
cdr BU_ATCC8492_03396
transcript:BU_ATCC8492_03397 BU_ATCC8492_03397
transcript:BU_ATCC8492_03398 BU_ATCC8492_03398
sigA BU_ATCC8492_03399
degQ BU_ATCC8492_03400
transcript:BU_ATCC8492_03401 BU_ATCC8492_03401
transcript:BU_ATCC8492_03402 BU_ATCC8492_03402
transcript:BU_ATCC8492_03403 BU_ATCC8492_03403
contig_1_ncRNA10 contig_1_ncRNA10
transcript:BU_ATCC8492_03404 BU_ATCC8492_03404
transcript:BU_ATCC8492_03405 BU_ATCC8492_03405
ribE BU_ATCC8492_03406
phoU BU_ATCC8492_03407
pstB3 BU_ATCC8492_03408
pstA BU_ATCC8492_03409
transcript:BU_ATCC8492_03410 BU_ATCC8492_03410
pstS BU_ATCC8492_03411
glnS BU_ATCC8492_03412
lapB BU_ATCC8492_03413
transcript:BU_ATCC8492_03414 BU_ATCC8492_03414
tpx BU_ATCC8492_03415
transcript:BU_ATCC8492_03416 BU_ATCC8492_03416
pinR BU_ATCC8492_03417
epsN_3 BU_ATCC8492_03418
dapH_6 BU_ATCC8492_03419
pglC BU_ATCC8492_03420
transcript:BU_ATCC8492_03421 BU_ATCC8492_03421
wbpI_5 BU_ATCC8492_03422
wbjC_3 BU_ATCC8492_03423
capD_3 BU_ATCC8492_03424
transcript:BU_ATCC8492_03425 BU_ATCC8492_03425
transcript:BU_ATCC8492_03426 BU_ATCC8492_03426
transcript:BU_ATCC8492_03427 BU_ATCC8492_03427
transcript:BU_ATCC8492_03428 BU_ATCC8492_03428
transcript:BU_ATCC8492_03429 BU_ATCC8492_03429
arnC_8 BU_ATCC8492_03430
rkpK BU_ATCC8492_03431
transcript:BU_ATCC8492_03432 BU_ATCC8492_03432
transcript:BU_ATCC8492_03433 BU_ATCC8492_03433
transcript:BU_ATCC8492_03434 BU_ATCC8492_03434
transcript:BU_ATCC8492_03435 BU_ATCC8492_03435
transcript:BU_ATCC8492_03436 BU_ATCC8492_03436
transcript:BU_ATCC8492_03437 BU_ATCC8492_03437
preA BU_ATCC8492_03438
pglF_3 BU_ATCC8492_03439
transcript:BU_ATCC8492_03440 BU_ATCC8492_03440
fpgS BU_ATCC8492_03441
ridA BU_ATCC8492_03442
transcript:BU_ATCC8492_03443 BU_ATCC8492_03443
transcript:BU_ATCC8492_03444 BU_ATCC8492_03444
recN BU_ATCC8492_03445
undec1A BU_ATCC8492_03446
dinG_2 BU_ATCC8492_03447
dnaN BU_ATCC8492_03448
transcript:BU_ATCC8492_03449 BU_ATCC8492_03449
transcript:BU_ATCC8492_03450 BU_ATCC8492_03450
phnP BU_ATCC8492_03451
murB BU_ATCC8492_03452
transcript:BU_ATCC8492_03453 BU_ATCC8492_03453
transcript:BU_ATCC8492_03454 BU_ATCC8492_03454
kbl BU_ATCC8492_03455
ftnA_3 BU_ATCC8492_03456
lysA BU_ATCC8492_03457
lysC_2 BU_ATCC8492_03458
btuD_7 BU_ATCC8492_03459
hisI BU_ATCC8492_03460
hisF BU_ATCC8492_03461
hisA BU_ATCC8492_03462
hisH BU_ATCC8492_03463
purU BU_ATCC8492_03464
contig_1.tRNA33-AspGTC contig_1.trna33
transcript:BU_ATCC8492_03466 BU_ATCC8492_03466
transcript:BU_ATCC8492_03467 BU_ATCC8492_03467
transcript:BU_ATCC8492_03468 BU_ATCC8492_03468
transcript:BU_ATCC8492_03469 BU_ATCC8492_03469
transcript:BU_ATCC8492_03470 BU_ATCC8492_03470
transcript:BU_ATCC8492_03471 BU_ATCC8492_03471
ycsE BU_ATCC8492_03472
transcript:BU_ATCC8492_03473 BU_ATCC8492_03473
transcript:BU_ATCC8492_03474 BU_ATCC8492_03474
transcript:BU_ATCC8492_03475 BU_ATCC8492_03475
transcript:BU_ATCC8492_03476 BU_ATCC8492_03476
transcript:BU_ATCC8492_03477 BU_ATCC8492_03477
transcript:BU_ATCC8492_03478 BU_ATCC8492_03478
transcript:BU_ATCC8492_03479 BU_ATCC8492_03479
transcript:BU_ATCC8492_03480 BU_ATCC8492_03480
transcript:BU_ATCC8492_03481 BU_ATCC8492_03481
mutM BU_ATCC8492_03482
transcript:BU_ATCC8492_03483 BU_ATCC8492_03483
transcript:BU_ATCC8492_03484 BU_ATCC8492_03484
RBKS BU_ATCC8492_03485
hcp BU_ATCC8492_03486
transcript:BU_ATCC8492_03487 BU_ATCC8492_03487
transcript:BU_ATCC8492_03488 BU_ATCC8492_03488
transcript:BU_ATCC8492_03489 BU_ATCC8492_03489
ccsA_2 BU_ATCC8492_03490
transcript:BU_ATCC8492_03491 BU_ATCC8492_03491
nrfA BU_ATCC8492_03492
nrfH BU_ATCC8492_03493
transcript:BU_ATCC8492_03494 BU_ATCC8492_03494
transcript:BU_ATCC8492_03495 BU_ATCC8492_03495
transcript:BU_ATCC8492_03496 BU_ATCC8492_03496
btuB_10 BU_ATCC8492_03497
eno_2 BU_ATCC8492_03498
queF BU_ATCC8492_03499
queC BU_ATCC8492_03500
transcript:BU_ATCC8492_03501 BU_ATCC8492_03501
transcript:BU_ATCC8492_03502 BU_ATCC8492_03502
susC_15 BU_ATCC8492_03503
transcript:BU_ATCC8492_03504 BU_ATCC8492_03504
transcript:BU_ATCC8492_03505 BU_ATCC8492_03505
transcript:BU_ATCC8492_03506 BU_ATCC8492_03506
transcript:BU_ATCC8492_03507 BU_ATCC8492_03507
transcript:BU_ATCC8492_03508 BU_ATCC8492_03508
ldhA BU_ATCC8492_03509
yhhW BU_ATCC8492_03510
transcript:BU_ATCC8492_03511 BU_ATCC8492_03511
transcript:BU_ATCC8492_03512 BU_ATCC8492_03512
transcript:BU_ATCC8492_03513 BU_ATCC8492_03513
transcript:BU_ATCC8492_03514 BU_ATCC8492_03514
transcript:BU_ATCC8492_03515 BU_ATCC8492_03515
resA_7 BU_ATCC8492_03516
contig_1.tRNA40-CysGCA contig_1.trna40
transcript:BU_ATCC8492_03518 BU_ATCC8492_03518
feoB BU_ATCC8492_03519
tilS BU_ATCC8492_03520
transcript:BU_ATCC8492_03521 BU_ATCC8492_03521
rho BU_ATCC8492_03522
transcript:BU_ATCC8492_03523 BU_ATCC8492_03523
ffh BU_ATCC8492_03524
folD BU_ATCC8492_03525
transcript:BU_ATCC8492_03526 BU_ATCC8492_03526
contig_1.tRNA34-HisGTG contig_1.trna34
transcript:BU_ATCC8492_03528 BU_ATCC8492_03528
glnA_2 BU_ATCC8492_03529
fabH_2 BU_ATCC8492_03530
transcript:BU_ATCC8492_03531 BU_ATCC8492_03531
rhaS_9 BU_ATCC8492_03532
transcript:BU_ATCC8492_03533 BU_ATCC8492_03533
transcript:BU_ATCC8492_03534 BU_ATCC8492_03534
transcript:BU_ATCC8492_03535 BU_ATCC8492_03535
transcript:BU_ATCC8492_03536 BU_ATCC8492_03536
transcript:BU_ATCC8492_03537 BU_ATCC8492_03537
transcript:BU_ATCC8492_03538 BU_ATCC8492_03538
transcript:BU_ATCC8492_03539 BU_ATCC8492_03539
transcript:BU_ATCC8492_03540 BU_ATCC8492_03540
transcript:BU_ATCC8492_03541 BU_ATCC8492_03541
transcript:BU_ATCC8492_03542 BU_ATCC8492_03542
transcript:BU_ATCC8492_03543 BU_ATCC8492_03543
transcript:BU_ATCC8492_03544 BU_ATCC8492_03544
zraR_5 BU_ATCC8492_03545
rcsC_36 BU_ATCC8492_03546
uxuB_2 BU_ATCC8492_03547
uxuA_3 BU_ATCC8492_03548
transcript:BU_ATCC8492_03549 BU_ATCC8492_03549
transcript:BU_ATCC8492_03550 BU_ATCC8492_03550
transcript:BU_ATCC8492_03551 BU_ATCC8492_03551
transcript:BU_ATCC8492_03552 BU_ATCC8492_03552
transcript:BU_ATCC8492_03553 BU_ATCC8492_03553
transcript:BU_ATCC8492_03554 BU_ATCC8492_03554
transcript:BU_ATCC8492_03555 BU_ATCC8492_03555
rcsC_37 BU_ATCC8492_03556
transcript:BU_ATCC8492_03557 BU_ATCC8492_03557
transcript:BU_ATCC8492_03558 BU_ATCC8492_03558
transcript:BU_ATCC8492_03559 BU_ATCC8492_03559
transcript:BU_ATCC8492_03560 BU_ATCC8492_03560
transcript:BU_ATCC8492_03561 BU_ATCC8492_03561
transcript:BU_ATCC8492_03562 BU_ATCC8492_03562
transcript:BU_ATCC8492_03563 BU_ATCC8492_03563
transcript:BU_ATCC8492_03564 BU_ATCC8492_03564
rcsC_38 BU_ATCC8492_03565
transcript:BU_ATCC8492_03566 BU_ATCC8492_03566
transcript:BU_ATCC8492_03567 BU_ATCC8492_03567
transcript:BU_ATCC8492_03568 BU_ATCC8492_03568
transcript:BU_ATCC8492_03569 BU_ATCC8492_03569
contig_1.tRNA39-SerTGA contig_1.trna39
pflB BU_ATCC8492_03571
pflA BU_ATCC8492_03572
transcript:BU_ATCC8492_03573 BU_ATCC8492_03573
xyl3A_2 BU_ATCC8492_03574
transcript:BU_ATCC8492_03575 BU_ATCC8492_03575
algU_2 BU_ATCC8492_03576
transcript:BU_ATCC8492_03577 BU_ATCC8492_03577
transcript:BU_ATCC8492_03578 BU_ATCC8492_03578
contig_1.tRNA38-SerGGA contig_1.trna38
transcript:BU_ATCC8492_03580 BU_ATCC8492_03580
lnrL BU_ATCC8492_03581
transcript:BU_ATCC8492_03582 BU_ATCC8492_03582
transcript:BU_ATCC8492_03583 BU_ATCC8492_03583
transcript:BU_ATCC8492_03584 BU_ATCC8492_03584
transcript:BU_ATCC8492_03585 BU_ATCC8492_03585
contig_1.tRNA37-SerTGA contig_1.trna37
mutS2 BU_ATCC8492_03587
sdaA BU_ATCC8492_03588
transcript:BU_ATCC8492_03589 BU_ATCC8492_03589
transcript:BU_ATCC8492_03590 BU_ATCC8492_03590
qseC BU_ATCC8492_03591
phoB_3 BU_ATCC8492_03592
transcript:BU_ATCC8492_03593 BU_ATCC8492_03593
transcript:BU_ATCC8492_03594 BU_ATCC8492_03594
transcript:BU_ATCC8492_03595 BU_ATCC8492_03595
transcript:BU_ATCC8492_03596 BU_ATCC8492_03596
transcript:BU_ATCC8492_03597 BU_ATCC8492_03597
transcript:BU_ATCC8492_03598 BU_ATCC8492_03598
transcript:BU_ATCC8492_03599 BU_ATCC8492_03599
transcript:BU_ATCC8492_03600 BU_ATCC8492_03600
ktrA BU_ATCC8492_03601
transcript:BU_ATCC8492_03602 BU_ATCC8492_03602
transcript:BU_ATCC8492_03603 BU_ATCC8492_03603
trpB_2 BU_ATCC8492_03604
clcA BU_ATCC8492_03605
transcript:BU_ATCC8492_03606 BU_ATCC8492_03606
transcript:BU_ATCC8492_03607 BU_ATCC8492_03607
transcript:BU_ATCC8492_03608 BU_ATCC8492_03608
transcript:BU_ATCC8492_03609 BU_ATCC8492_03609
transcript:BU_ATCC8492_03610 BU_ATCC8492_03610
transcript:BU_ATCC8492_03611 BU_ATCC8492_03611
hmuU_3 BU_ATCC8492_03612
transcript:BU_ATCC8492_03613 BU_ATCC8492_03613
transcript:BU_ATCC8492_03614 BU_ATCC8492_03614
btuB_11 BU_ATCC8492_03615
transcript:BU_ATCC8492_03616 BU_ATCC8492_03616
contig_1_ncRNA23 contig_1_ncRNA23
menI BU_ATCC8492_03617
transcript:BU_ATCC8492_03618 BU_ATCC8492_03618
dnaK BU_ATCC8492_03619
mepA_6 BU_ATCC8492_03620
transcript:BU_ATCC8492_03621 BU_ATCC8492_03621
transcript:BU_ATCC8492_03622 BU_ATCC8492_03622
transcript:BU_ATCC8492_03623 BU_ATCC8492_03623
bcp BU_ATCC8492_03624
recA BU_ATCC8492_03625
transcript:BU_ATCC8492_03626 BU_ATCC8492_03626
transcript:BU_ATCC8492_03627 BU_ATCC8492_03627
sigJ BU_ATCC8492_03628
transcript:BU_ATCC8492_03629 BU_ATCC8492_03629
transcript:BU_ATCC8492_03630 BU_ATCC8492_03630
transcript:BU_ATCC8492_03631 BU_ATCC8492_03631
transcript:BU_ATCC8492_03632 BU_ATCC8492_03632
cysL BU_ATCC8492_03633
transcript:BU_ATCC8492_03634 BU_ATCC8492_03634
clpB1 BU_ATCC8492_03635
transcript:BU_ATCC8492_03636 BU_ATCC8492_03636
coaE BU_ATCC8492_03637
transcript:BU_ATCC8492_03638 BU_ATCC8492_03638
transcript:BU_ATCC8492_03639 BU_ATCC8492_03639
nusB BU_ATCC8492_03640
transcript:BU_ATCC8492_03641 BU_ATCC8492_03641
transcript:BU_ATCC8492_03642 BU_ATCC8492_03642
rplY BU_ATCC8492_03643
pth BU_ATCC8492_03644
hslR BU_ATCC8492_03645
transcript:BU_ATCC8492_03646 BU_ATCC8492_03646
kefB_3 BU_ATCC8492_03647
hisB BU_ATCC8492_03648
hisC BU_ATCC8492_03649
hisD BU_ATCC8492_03650
hisG BU_ATCC8492_03651
transcript:BU_ATCC8492_03652 BU_ATCC8492_03652
transcript:BU_ATCC8492_03653 BU_ATCC8492_03653
transcript:BU_ATCC8492_03654 BU_ATCC8492_03654
cat3 BU_ATCC8492_03655
dsbD BU_ATCC8492_03656
transcript:BU_ATCC8492_03657 BU_ATCC8492_03657
udk BU_ATCC8492_03658
mltF_2 BU_ATCC8492_03659
metH BU_ATCC8492_03660
smpB BU_ATCC8492_03661
transcript:BU_ATCC8492_03662 BU_ATCC8492_03662
transcript:BU_ATCC8492_03663 BU_ATCC8492_03663
transcript:BU_ATCC8492_03664 BU_ATCC8492_03664
transcript:BU_ATCC8492_03665 BU_ATCC8492_03665
transcript:BU_ATCC8492_03666 BU_ATCC8492_03666
transcript:BU_ATCC8492_03667 BU_ATCC8492_03667
transcript:BU_ATCC8492_03668 BU_ATCC8492_03668
transcript:BU_ATCC8492_03669 BU_ATCC8492_03669
transcript:BU_ATCC8492_03670 BU_ATCC8492_03670
adh BU_ATCC8492_03671
rlmB_2 BU_ATCC8492_03672
transcript:BU_ATCC8492_03673 BU_ATCC8492_03673
transcript:BU_ATCC8492_03674 BU_ATCC8492_03674
transcript:BU_ATCC8492_03675 BU_ATCC8492_03675
transcript:BU_ATCC8492_03676 BU_ATCC8492_03676
transcript:BU_ATCC8492_03677 BU_ATCC8492_03677
transcript:BU_ATCC8492_03678 BU_ATCC8492_03678
transcript:BU_ATCC8492_03679 BU_ATCC8492_03679
transcript:BU_ATCC8492_03680 BU_ATCC8492_03680
transcript:BU_ATCC8492_03681 BU_ATCC8492_03681
transcript:BU_ATCC8492_03682 BU_ATCC8492_03682
transcript:BU_ATCC8492_03683 BU_ATCC8492_03683
transcript:BU_ATCC8492_03684 BU_ATCC8492_03684
transcript:BU_ATCC8492_03685 BU_ATCC8492_03685
yccF BU_ATCC8492_03686
dinB BU_ATCC8492_03687
mepA_7 BU_ATCC8492_03688
phnW BU_ATCC8492_03689
phnX BU_ATCC8492_03690
transcript:BU_ATCC8492_03691 BU_ATCC8492_03691
transcript:BU_ATCC8492_03692 BU_ATCC8492_03692
cadA BU_ATCC8492_03693
transcript:BU_ATCC8492_03694 BU_ATCC8492_03694
transcript:BU_ATCC8492_03695 BU_ATCC8492_03695
COQ3_2 BU_ATCC8492_03696
transcript:BU_ATCC8492_03697 BU_ATCC8492_03697
contig_1_ncRNA14 contig_1_ncRNA14
nagZ_2 BU_ATCC8492_03698
pgl_2 BU_ATCC8492_03699
transcript:BU_ATCC8492_03700 BU_ATCC8492_03700
transcript:BU_ATCC8492_03701 BU_ATCC8492_03701
transcript:BU_ATCC8492_03702 BU_ATCC8492_03702
transcript:BU_ATCC8492_03703 BU_ATCC8492_03703
transcript:BU_ATCC8492_03704 BU_ATCC8492_03704
transcript:BU_ATCC8492_03705 BU_ATCC8492_03705
norR BU_ATCC8492_03706
pdxA2 BU_ATCC8492_03707
transcript:BU_ATCC8492_03708 BU_ATCC8492_03708
rlmN BU_ATCC8492_03709
transcript:BU_ATCC8492_03710 BU_ATCC8492_03710
transcript:BU_ATCC8492_03711 BU_ATCC8492_03711
lptC BU_ATCC8492_03712
transcript:BU_ATCC8492_03713 BU_ATCC8492_03713
transcript:BU_ATCC8492_03714 BU_ATCC8492_03714
coaX BU_ATCC8492_03715
transcript:BU_ATCC8492_03716 BU_ATCC8492_03716
pafA BU_ATCC8492_03717
secA BU_ATCC8492_03718
transcript:BU_ATCC8492_03719 BU_ATCC8492_03719
transcript:BU_ATCC8492_03720 BU_ATCC8492_03720
transcript:BU_ATCC8492_03721 BU_ATCC8492_03721
transcript:BU_ATCC8492_03722 BU_ATCC8492_03722
transcript:BU_ATCC8492_03723 BU_ATCC8492_03723
transcript:BU_ATCC8492_03724 BU_ATCC8492_03724
transcript:BU_ATCC8492_03725 BU_ATCC8492_03725
transcript:BU_ATCC8492_03726 BU_ATCC8492_03726
sigW_3 BU_ATCC8492_03727
transcript:BU_ATCC8492_03728 BU_ATCC8492_03728
transcript:BU_ATCC8492_03729 BU_ATCC8492_03729
transcript:BU_ATCC8492_03730 BU_ATCC8492_03730
valS BU_ATCC8492_03731
transcript:BU_ATCC8492_03732 BU_ATCC8492_03732
mazG BU_ATCC8492_03733
transcript:BU_ATCC8492_03734 BU_ATCC8492_03734
transcript:BU_ATCC8492_03735 BU_ATCC8492_03735
sigW_4 BU_ATCC8492_03736
rnz BU_ATCC8492_03737
transcript:BU_ATCC8492_03738 BU_ATCC8492_03738
pnp_2 BU_ATCC8492_03739
transcript:BU_ATCC8492_03740 BU_ATCC8492_03740
coaW BU_ATCC8492_03741
transcript:BU_ATCC8492_03742 BU_ATCC8492_03742
glnA_3 BU_ATCC8492_03743
transcript:BU_ATCC8492_03744 BU_ATCC8492_03744
crp BU_ATCC8492_03745
transcript:BU_ATCC8492_03746 BU_ATCC8492_03746
transcript:BU_ATCC8492_03747 BU_ATCC8492_03747
transcript:BU_ATCC8492_03748 BU_ATCC8492_03748
transcript:BU_ATCC8492_03749 BU_ATCC8492_03749
transcript:BU_ATCC8492_03750 BU_ATCC8492_03750
transcript:BU_ATCC8492_03751 BU_ATCC8492_03751
transcript:BU_ATCC8492_03752 BU_ATCC8492_03752
transcript:BU_ATCC8492_03753 BU_ATCC8492_03753
rnd BU_ATCC8492_03754
rlmI BU_ATCC8492_03755
xapB BU_ATCC8492_03756
transcript:BU_ATCC8492_03757 BU_ATCC8492_03757
rsmE BU_ATCC8492_03758
transcript:BU_ATCC8492_03759 BU_ATCC8492_03759
btuD_8 BU_ATCC8492_03760
transcript:BU_ATCC8492_03761 BU_ATCC8492_03761
rhaR_8 BU_ATCC8492_03762
transcript:BU_ATCC8492_03763 BU_ATCC8492_03763
transcript:BU_ATCC8492_03764 BU_ATCC8492_03764
ycnE BU_ATCC8492_03765
transcript:BU_ATCC8492_03766 BU_ATCC8492_03766
hxlR BU_ATCC8492_03767
ung_1 BU_ATCC8492_03768
transcript:BU_ATCC8492_03769 BU_ATCC8492_03769
sbmC BU_ATCC8492_03770
transcript:BU_ATCC8492_03771 BU_ATCC8492_03771
transcript:BU_ATCC8492_03772 BU_ATCC8492_03772
transcript:BU_ATCC8492_03773 BU_ATCC8492_03773
chb BU_ATCC8492_03774
maeB BU_ATCC8492_03775
gdhA BU_ATCC8492_03776
yciC BU_ATCC8492_03777
transcript:BU_ATCC8492_03778 BU_ATCC8492_03778
nadD BU_ATCC8492_03779
transcript:BU_ATCC8492_03780 BU_ATCC8492_03780
gmk BU_ATCC8492_03781
transcript:BU_ATCC8492_03782 BU_ATCC8492_03782
tsaB BU_ATCC8492_03783
transcript:BU_ATCC8492_03784 BU_ATCC8492_03784
murA BU_ATCC8492_03785
rimM BU_ATCC8492_03786
transcript:BU_ATCC8492_03787 BU_ATCC8492_03787
dxr BU_ATCC8492_03788
transcript:BU_ATCC8492_03789 BU_ATCC8492_03789
ddh BU_ATCC8492_03790
ruvA BU_ATCC8492_03791
transcript:BU_ATCC8492_03792 BU_ATCC8492_03792
transcript:BU_ATCC8492_03793 BU_ATCC8492_03793
gdhB BU_ATCC8492_03794
susB_3 BU_ATCC8492_03795
transcript:BU_ATCC8492_03796 BU_ATCC8492_03796
transcript:BU_ATCC8492_03797 BU_ATCC8492_03797
transcript:BU_ATCC8492_03798 BU_ATCC8492_03798
transcript:BU_ATCC8492_03799 BU_ATCC8492_03799
susC_16 BU_ATCC8492_03800
transcript:BU_ATCC8492_03801 BU_ATCC8492_03801
transcript:BU_ATCC8492_03802 BU_ATCC8492_03802
transcript:BU_ATCC8492_03803 BU_ATCC8492_03803
transcript:BU_ATCC8492_03804 BU_ATCC8492_03804
transcript:BU_ATCC8492_03805 BU_ATCC8492_03805
transcript:BU_ATCC8492_03806 BU_ATCC8492_03806
fucP_4 BU_ATCC8492_03807
gamA BU_ATCC8492_03808
nanK BU_ATCC8492_03809
rcsC_39 BU_ATCC8492_03810
transcript:BU_ATCC8492_03811 BU_ATCC8492_03811
transcript:BU_ATCC8492_03812 BU_ATCC8492_03812
menA BU_ATCC8492_03813
rffG BU_ATCC8492_03814
rffH BU_ATCC8492_03815
transcript:BU_ATCC8492_03816 BU_ATCC8492_03816
ppk BU_ATCC8492_03817
transcript:BU_ATCC8492_03818 BU_ATCC8492_03818
cca BU_ATCC8492_03819
transcript:BU_ATCC8492_03820 BU_ATCC8492_03820
atoC_3 BU_ATCC8492_03821
yheS_2 BU_ATCC8492_03822
rclA_2 BU_ATCC8492_03823
transcript:BU_ATCC8492_03824 BU_ATCC8492_03824
mdtA_4 BU_ATCC8492_03825
czcA BU_ATCC8492_03826
transcript:BU_ATCC8492_03827 BU_ATCC8492_03827
transcript:BU_ATCC8492_03828 BU_ATCC8492_03828
rsmF BU_ATCC8492_03829
btuB_12 BU_ATCC8492_03830
transcript:BU_ATCC8492_03831 BU_ATCC8492_03831
transcript:BU_ATCC8492_03832 BU_ATCC8492_03832
transcript:BU_ATCC8492_03833 BU_ATCC8492_03833
algU_3 BU_ATCC8492_03834
transcript:BU_ATCC8492_03835 BU_ATCC8492_03835
cls BU_ATCC8492_03836
thyA BU_ATCC8492_03837
dfrA BU_ATCC8492_03838
asnC_2 BU_ATCC8492_03839
transcript:BU_ATCC8492_03840 BU_ATCC8492_03840
transcript:BU_ATCC8492_03841 BU_ATCC8492_03841
transcript:BU_ATCC8492_03842 BU_ATCC8492_03842
transcript:BU_ATCC8492_03843 BU_ATCC8492_03843
transcript:BU_ATCC8492_03844 BU_ATCC8492_03844
tolQ_3 BU_ATCC8492_03845
contig_1.tRNA36-SerGGA contig_1.trna36
dtd3_2 BU_ATCC8492_03847
transcript:BU_ATCC8492_03848 BU_ATCC8492_03848
transcript:BU_ATCC8492_03849 BU_ATCC8492_03849
transcript:BU_ATCC8492_03850 BU_ATCC8492_03850
cmk BU_ATCC8492_03851
ispH BU_ATCC8492_03852
pfkA_2 BU_ATCC8492_03853
transcript:BU_ATCC8492_03854 BU_ATCC8492_03854
transcript:BU_ATCC8492_03855 BU_ATCC8492_03855
transcript:BU_ATCC8492_03856 BU_ATCC8492_03856
gltA BU_ATCC8492_03857
icd BU_ATCC8492_03858
acnA BU_ATCC8492_03859
transcript:BU_ATCC8492_03860 BU_ATCC8492_03860
transcript:BU_ATCC8492_03861 BU_ATCC8492_03861
transcript:BU_ATCC8492_03862 BU_ATCC8492_03862
ilvH BU_ATCC8492_03863
ilvG BU_ATCC8492_03864
ilvD BU_ATCC8492_03865
slyD BU_ATCC8492_03866
transcript:BU_ATCC8492_03867 BU_ATCC8492_03867
transcript:BU_ATCC8492_03868 BU_ATCC8492_03868
aroC BU_ATCC8492_03869
dapE_2 BU_ATCC8492_03870
anmK BU_ATCC8492_03871
transcript:BU_ATCC8492_03872 BU_ATCC8492_03872
topB_5 BU_ATCC8492_03873
mutB BU_ATCC8492_03874
icmF BU_ATCC8492_03875
aspT_5 BU_ATCC8492_03876
cmk_2 BU_ATCC8492_03877
mepA_8 BU_ATCC8492_03878
transcript:BU_ATCC8492_03879 BU_ATCC8492_03879
lysS BU_ATCC8492_03880
gpsA BU_ATCC8492_03881
pgi BU_ATCC8492_03882
gph_3 BU_ATCC8492_03883
transcript:BU_ATCC8492_03884 BU_ATCC8492_03884
transcript:BU_ATCC8492_03885 BU_ATCC8492_03885
transcript:BU_ATCC8492_03886 BU_ATCC8492_03886
transcript:BU_ATCC8492_03887 BU_ATCC8492_03887
transcript:BU_ATCC8492_03888 BU_ATCC8492_03888
msrA BU_ATCC8492_03889
contig_1.tRNA35-ArgCCG contig_1.trna35
asnA BU_ATCC8492_03891
ung_2 BU_ATCC8492_03892
lptD_2 BU_ATCC8492_03893
transcript:BU_ATCC8492_03894 BU_ATCC8492_03894
transcript:BU_ATCC8492_03895 BU_ATCC8492_03895
arnT BU_ATCC8492_03896
transcript:BU_ATCC8492_03897 BU_ATCC8492_03897
ykoT BU_ATCC8492_03898
transcript:BU_ATCC8492_03899 BU_ATCC8492_03899
yafP BU_ATCC8492_03900
transcript:BU_ATCC8492_03901 BU_ATCC8492_03901
transcript:BU_ATCC8492_03902 BU_ATCC8492_03902
transcript:BU_ATCC8492_03903 BU_ATCC8492_03903
transcript:BU_ATCC8492_03904 BU_ATCC8492_03904
transcript:BU_ATCC8492_03905 BU_ATCC8492_03905
transcript:BU_ATCC8492_03906 BU_ATCC8492_03906
transcript:BU_ATCC8492_03907 BU_ATCC8492_03907
transcript:BU_ATCC8492_03908 BU_ATCC8492_03908
